LYBNo|SaleDate|ShopCode|SalesMemoNo|GTIN|GTINDescription|QuantitySold|NetSales|ExtractionDate
LYB008635361|2024-02-22|0342|123015429|23547|SHOWER GEL SATSUMA 250ML A0X RENO 2023|1.0|35.7|2024-02-22
LYB000554732|2024-02-22|0504|2760447|23639|SHOWER GEL BLACK MUSK NIGHT BLOOM 250ML RENO A0X 2022|2.0|118.5|2024-02-22
LYB008716365|2024-02-22|8806|231011220|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB002062068|2024-02-22|0720|98027073|17387|LIPSTICK PEPTALK THINK BIG 4G A0X  (Refill)|1.0|79.0|2024-02-22
LYB001759431|2024-02-22|0350|178027106|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB010883299|2024-02-22|0334|94021469|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB009377473|2024-02-22|8701|19805593|37700|BODY CREAM BALMY LAV & VETIVER CALM 200ML A0X |1.0|134.25|2024-02-22
LYB010884252|2024-02-22|0333|24023559|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|64.0|2024-02-22
LYB010883378|2024-02-22|0341|19509573|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB008997182|2024-02-22|0389|244017459|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB003773897|2024-02-22|0368|135025101|38304|HAND CREAM PEAR 30ML XM23 A0X|1.0|29.25|2024-02-22
LYB001424137|2024-02-22|0342|123015424|38951|EDP FULL MAGNOLIA 75ML A0X|1.0|201.75|2024-02-22
LYB006754866|2024-02-22|0902|23305667|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883518|2024-02-22|0908|14306442|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|35.0|2024-02-22
LYB010884331|2024-02-22|0505|2680814|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|135.15|2024-02-22
LYB000691893|2024-02-22|0389|244017455|26077|SHOWER GEL PINK GRAPEFRUIT 750ML A0X RENO 2022|5.0|367.5|2024-02-22
LYB010883378|2024-02-22|0341|19509573|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|50.0|2024-02-22
LYB010884128|2024-02-22|0709|5508917|36556|SHOWER SCRUB STRAWBERRY 200ML A0X RENO 2023|1.0|50.15|2024-02-22
LYB005892840|2024-02-22|0706|141017442|10280|PERFUME OIL WHITE MUSK 20ML A0X RENO 2021|1.0|124.0|2024-02-22
LYB010365942|2024-02-22|0343|212011209|16495|FACE BASE TEA TREE MEDIUM 2C 9G A0X (Refill)|1.0|92.65|2024-02-22
LYB010883341|2024-02-22|0604|2710533|97512|BODY YOGURT BRITISH ROSE 200ML A0X RENO 2022|1.0|60.0|2024-02-22
LYB008250220|2024-02-22|0368|135025098|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|42.0|2024-02-22
LYB002010685|2024-02-22|0350|178027102|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB006701156|2024-02-22|0329|2740209|10257|PERFUME OIL WHITE MUSK 8.5ML A0X RENO 2021|1.0|79.0|2024-02-22
LYB010884155|2024-02-22|0902|23305668|98092|EDT BLACK MUSK NIGHT BLOOM 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB006278223|2024-02-22|0368|137030566|37698|BODY POLISH ECLYP & RSMRY FLOW 200ML A0X |1.0|134.25|2024-02-22
LYB001933149|2024-02-22|0359|23014885|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB010141120|2024-02-22|0342|123015435|18126|FACIAL MASK RECIPES OF NATURE HIMALAYAN CHARCOAL 75ML AOX 2023|1.0|124.0|2024-02-22
LYB006365981|2024-02-22|0303|25014442|86891|SCALP SERUM GINGER 50ML A0X 2020|1.0|79.2|2024-02-22
LYB000144979|2024-02-22|0507|25104908|26074|SHOWER GEL OLIVE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB002301578|2024-02-22|0349|45011118|16670|FACE BASE TEA TREE COMPACT FOR LIFE A0X (Casing only)|1.0|36.75|2024-02-22
LYB001183203|2024-02-22|0310|129036726|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB000192143|2024-02-22|8902|8908536|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|126.75|2024-02-22
LYB010883253|2024-02-22|8902|8908533|13254|HAND BALM AVOCADO 30ML A0X|9.0|157.5|2024-02-22
LYB001267930|2024-02-22|0332|63013685|13277|HAND BALM ALMOND MILK 100ML RENO 2021 A0X|2.0|118.5|2024-02-22
LYB000144979|2024-02-22|0507|25104907|17989|CLEANSER EDELWEISS 100ML A0X|2.0|157.5|2024-02-22
LYB008229140|2024-02-22|0333|24023564|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB002348463|2024-02-22|0315|121019169|17961|CONCENTRATE EDELWEISS 50ML A1A|2.0|433.5|2024-02-22
LYB000855419|2024-02-22|0344|11405055|25325|SHOWER GEL PEPPERMINT 250ML A0X 2024|1.0|33.75|2024-02-22
LYB010041413|2024-02-22|0368|137030533|97152|EDT WHITE MUSK LEAU 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB010883688|2024-02-22|8805|57010422|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB007160824|2024-02-22|0332|63013668|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|127.2|2024-02-22
LYB007515250|2024-02-22|0315|128021805|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|135.15|2024-02-22
LYB010884173|2024-02-22|0403|12202134|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|56.25|2024-02-22
LYB010883572|2024-02-22|0412|52021224|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|44.25|2024-02-22
LYB006317948|2024-02-22|0904|4607956|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB010883624|2024-02-22|8701|19805594|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|35.0|2024-02-22
LYB000144979|2024-02-22|0507|25104908|34540|BODY LOTION OLIVE 200ML A0X RENO 2023|3.0|180.0|2024-02-22
LYB010869165|2024-02-22|0720|98027096|16670|FACE BASE TEA TREE COMPACT FOR LIFE A0X (Casing only)|1.0|36.75|2024-02-22
LYB002123323|2024-02-22|0902|23305669|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|109.0|2024-02-22
LYB008408350|2024-02-22|0503|18808341|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|3.0|180.0|2024-02-22
LYB010663853|2024-02-22|0345|43020545|98123|FRAGRANCE MIST BLACK MUSK NIGHT BLOOM 100ML A0X RENO 2021|1.0|75.0|2024-02-22
LYB003270336|2024-02-22|8801|83017177|26074|SHOWER GEL OLIVE 750ML A0X RENO 2022|1.0|98.0|2024-02-22
LYB009473722|2024-02-22|8805|57010428|26554|CLEANSER CREAM ALOE 125ML RENO 2023|1.0|50.0|2024-02-22
LYB010884076|2024-02-22|8903|5802403|137|2021 GENERIC MINI GIFT BAG(NATURE)|1.0|0.0|2024-02-22
LYB001247990|2024-02-22|0303|25014443|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|50.0|2024-02-22
LYB001621688|2024-02-22|0403|12202127|98092|EDT BLACK MUSK NIGHT BLOOM 60ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB010884322|2024-02-22|0502|32011193|98146|EDT WHITE MUSK FLORA 30ML A0X RENO 2021|1.0|98.6|2024-02-22
LYB002301578|2024-02-22|0349|45011118|25600|DEODORANT ANTIPER BLUE MUSK ZEST 50ML AX|1.0|36.75|2024-02-22
LYB008808134|2024-02-22|0502|32011186|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|124.0|2024-02-22
LYB010277869|2024-02-22|0702|153017425|97027|OOL FACIAL OIL 50ML AOX 2021|1.0|216.75|2024-02-22
LYB010238028|2024-02-22|0411|151020875|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB000687261|2024-02-22|0907|4708315|13254|HAND BALM AVOCADO 30ML A0X|1.0|17.5|2024-02-22
LYB003146862|2024-02-22|0902|23305660|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB008635361|2024-02-22|0342|123015429|25988|SHOWER GEL SATSUMA 60ML A0X RENO 2022|1.0|18.7|2024-02-22
LYB010583742|2024-02-22|0363|24606174|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB006535173|2024-02-22|0310|129036730|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|65.0|2024-02-22
LYB004654580|2024-02-22|0505|2680803|42731|SHOWER GEL LOVE & PLUM 250ML A0X RENO 2023|2.0|67.5|2024-02-22
LYB010663853|2024-02-22|0345|43020546|34080|EDP FULL IRIS 75ML A0X|1.0|215.2|2024-02-22
LYB010883837|2024-02-22|0364|26303213|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB002014876|2024-02-22|0610|64014041|98088|EDP BLACK MUSK 30ML A0X RENO 2021|2.0|238.5|2024-02-22
LYB000932718|2024-02-22|0908|14306448|10280|PERFUME OIL WHITE MUSK 20ML A0X RENO 2021|1.0|111.2|2024-02-22
LYB007397640|2024-02-22|0355|9506441|26958|FACIAL WASH FMNG TEA TREE 150ML 2019 A0X (x)|2.0|100.0|2024-02-22
LYB004590486|2024-02-22|0504|2760458|25580|EDT BLUE MUSK ZEST 60ML A0X|1.0|100.0|2024-02-22
LYB007912582|2024-02-22|0412|52021226|97386|BODY BUTTER SHEA 50ML RENO A0X 2021|2.0|63.0|2024-02-22
LYB010883572|2024-02-22|0412|52021224|36556|SHOWER SCRUB STRAWBERRY 200ML A0X RENO 2023|2.0|88.5|2024-02-22
LYB008408350|2024-02-22|0503|18808341|94686|BATH GLOVES ORANGE 2018 A0|1.0|18.75|2024-02-22
LYB003848395|2024-02-22|0389|244017468|38273|BODY SCRUB PEAR 240ML XM23 A0X|1.0|96.75|2024-02-22
LYB009325610|2024-02-22|0389|24805770|18959|HAIR SERUM GRAPESEED 60ML 2022|1.0|45.0|2024-02-22
LYB001593127|2024-02-22|0412|52021221|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|42.0|2024-02-22
LYB005656868|2024-02-22|0909|9908742|16790|LIP BALM SWIPE IT STRAWBERRY 6G A0X|1.0|58.65|2024-02-22
LYB001191497|2024-02-22|0303|25014448|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|135.15|2024-02-22
LYB010884340|2024-02-22|0607|81015823|18765|EDT CHOICE REBEL ROSEBUD 50ML  A0X|1.0|159.0|2024-02-22
LYB006503721|2024-02-22|0902|23305672|10306|FRESH NUDE FOUNDATION TAN 1C 30ML A0X 2021|1.0|96.75|2024-02-22
LYB001271313|2024-02-22|ECOM|90039795|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|201.0|2024-02-22
LYB007912582|2024-02-22|0412|52021226|98055|BODY MIST SATSUMA 100ML A0X RENO 2021|1.0|51.75|2024-02-22
LYB001431508|2024-02-22|0389|244017445|15666|OOL EYE CREAM-GEL 20ML A0X 2022|3.0|360.0|2024-02-22
LYB010884030|2024-02-22|0389|244017464|33592|SHAMPOO SHEA 400ML A0X RENO 2023|1.0|63.75|2024-02-22
LYB001931707|2024-02-22|0332|63013665|37677|BODY SCRUB SHEA 240ML A0X RENO 2023|1.0|88.5|2024-02-22
LYB007554040|2024-02-22|0507|25104893|97523|SHOWER GEL MORINGA 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB005580103|2024-02-22|0303|25014449|96078|FILE A FOOT M1 2018|1.0|29.25|2024-02-22
LYB000740010|2024-02-22|0310|129036713|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|60.0|2024-02-22
LYB010884359|2024-02-22|0412|52021232|37705|HAIR & BODY WASH LAV & VETIVER CALM 200ML A0X |1.0|84.15|2024-02-22
LYB000611091|2024-02-22|8701|19805600|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB000827610|2024-02-22|0332|63013661|15666|OOL EYE CREAM-GEL 20ML A0X 2022|1.0|120.0|2024-02-22
LYB007515250|2024-02-22|0315|128021805|10279|PERFUME OIL BLACK MUSK 20ML A0X RENO 2021|1.0|118.15|2024-02-22
LYB002525813|2024-02-22|0706|141017433|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB008921222|2024-02-22|0504|2760448|18692|BODY MIST CHOICE WILD JASMINE 100ML A0X|1.0|76.5|2024-02-22
LYB000101840|2024-02-22|0361|69012784|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB001431508|2024-02-22|0389|244017445|38334|RAPID GEL TEA TREE 15ML A23 RENO 2023|1.0|41.25|2024-02-22
LYB010865220|2024-02-22|0327|21014780|17969|LIQUID PEEL EDELWEISS 100ML A0X|1.0|104.25|2024-02-22
LYB001759431|2024-02-22|0350|178027106|25988|SHOWER GEL SATSUMA 60ML A0X RENO 2022|2.0|33.0|2024-02-22
LYB002030528|2024-02-22|0332|63013690|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB001465824|2024-02-22|0340|22907041|98043|EDT VANILLA 30ML RENO 2021|1.0|59.25|2024-02-22
LYB010884100|2024-02-22|0710|86016501|37700|BODY CREAM BALMY LAV & VETIVER CALM 200ML A0X |2.0|286.4|2024-02-22
LYB004654580|2024-02-22|0505|2680803|9999999|RECT WATER HYACINTH TRAY(S2126)|1.0|25.0|2024-02-22
LYB010461112|2024-02-22|0704|8507421|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|50.0|2024-02-22
LYB010883457|2024-02-22|0907|4708322|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB009864483|2024-02-22|0907|4708314|98049|EDT SHEA 30ML RENO 2021|1.0|63.2|2024-02-22
LYB005682669|2024-02-22|0903|25903773|42731|SHOWER GEL LOVE & PLUM 250ML A0X RENO 2023|1.0|38.25|2024-02-22
LYB000472298|2024-02-22|0368|135025103|95990|SHOWER CREAM AVOCADO 250ML A0X|2.0|63.0|2024-02-22
LYB001370261|2024-02-22|0332|63013662|27003|NIGHT CREAM VITAMIN E 50ML A0X RENO 2023|1.0|81.0|2024-02-22
LYB009377473|2024-02-22|8701|19805593|37704|BODY SCRUB IN OIL LAV & VET CALM 275G A0X|1.0|134.25|2024-02-22
LYB000807333|2024-02-22|0904|4607953|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB003807079|2024-02-22|0352|124015978|25095|CLEANSING BAR FOR FACE & BODY SATSUMA 100G A0X|1.0|26.25|2024-02-22
LYB010884289|2024-02-22|0712|2660726|42731|SHOWER GEL LOVE & PLUM 250ML A0X RENO 2023|1.0|33.75|2024-02-22
LYB000948773|2024-02-22|0704|8507423|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|67.15|2024-02-22
LYB003750504|2024-02-22|0342|123015431|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB000655712|2024-02-22|0363|24606165|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB008409900|2024-02-22|0507|25104914|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|60.0|2024-02-22
LYB000888763|2024-02-22|0903|25903772|25325|SHOWER GEL PEPPERMINT 250ML A0X 2024|1.0|33.75|2024-02-22
LYB010075526|2024-02-22|0340|22907038|24709|DRY BODY OIL ARGAN 125ML A0 RENO 2023|1.0|100.3|2024-02-22
LYB004654580|2024-02-22|0505|2680803|18945|SHOWER GEL CHOICE VIBRANT BERGAMOT 250ML A0X|1.0|59.25|2024-02-22
LYB008027890|2024-02-22|0902|23305666|53971|FACIAL MASK RECIPES OF NATURE CHARCOAL 15ML A0X 2020|1.0|31.5|2024-02-22
LYB006260145|2024-02-22|0310|129036725|31243|HAND BALM MORINGA 30ML A0X RENO 2023|1.0|35.0|2024-02-22
LYB010884289|2024-02-22|0712|2660726|33435|OIL TEA TREE 20ML A0X RENO 2023|1.0|51.75|2024-02-22
LYB010884049|2024-02-22|0903|25903780|23583|SHOWER CREAM ALMOND MILK 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB010883767|2024-02-22|0310|129036717|97513|BODY YOGURT MORINGA 200ML A0X RENO 2022|1.0|64.0|2024-02-22
LYB010396942|2024-02-22|0706|141017424|31307|HAND CREAM STRAWBERRY 30ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883925|2024-02-22|0350|178027113|37698|BODY POLISH ECLYP & RSMRY FLOW 200ML A0X |1.0|152.15|2024-02-22
LYB010883864|2024-02-22|0343|212011223|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|29.75|2024-02-22
LYB009951761|2024-02-22|0502|32011194|97512|BODY YOGURT BRITISH ROSE 200ML A0X RENO 2022|2.0|120.0|2024-02-22
LYB001720378|2024-02-22|0342|123015420|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB009511475|2024-02-22|0413|113011306|20018|DEODORANT ROLL ON ALOE 50ML RENO AX 2022|2.0|75.0|2024-02-22
LYB010883651|2024-02-22|0702|153017420|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB009541096|2024-02-22|0507|25104913|37053|LIP BUTTER SHEA 10ML RENO A0X 2023|1.0|33.75|2024-02-22
LYB000681975|2024-02-22|0399|93013318|25580|EDT BLUE MUSK ZEST 60ML A0X|1.0|100.0|2024-02-22
LYB007541290|2024-02-22|0324|96011832|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|183.2|2024-02-22
LYB010884289|2024-02-22|0712|2660726|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883776|2024-02-22|K010|11805745|33613|FACIAL WASH FMNG TEA TREE 125ML AX RENO 2023|1.0|50.0|2024-02-22
LYB000827610|2024-02-22|0332|63013661|14563|DAY CREAM BRIGHTENING DOL 50ML A0H 2021|1.0|134.25|2024-02-22
LYB002893185|2024-02-22|0345|43020526|37705|HAIR & BODY WASH LAV & VETIVER CALM 200ML A0X |1.0|74.25|2024-02-22
LYB007049637|2024-02-22|0411|151020882|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|139.0|2024-02-22
LYB008804712|2024-02-22|0706|141017428|17153|LIP SCRUB MANGO 20ML A0X|1.0|50.15|2024-02-22
LYB010434631|2024-02-22|0503|18808343|83806|HAIR & BODY MIST SUPERFOOD APRICOT & AGAVE 150ML A0X 2020|1.0|90.0|2024-02-22
LYB007589160|2024-02-22|0720|98027092|31286|HAND BALM SHEA 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB000687261|2024-02-22|0907|4708315|33546|SHAMPOO MORINGA 250ML A0X RENO 2023|1.0|50.15|2024-02-22
LYB000681975|2024-02-22|0399|93013318|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB001931707|2024-02-22|0332|63013674|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB000158060|2024-02-22|0343|212011210|26047|MOISTURISER GLOW-BOOSTING VIT C 50ML A0X 2022|1.0|167.01|2024-02-22
LYB001695896|2024-02-22|0710|86016505|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|78.4|2024-02-22
LYB009842108|2024-02-22|0327|21014779|98146|EDT WHITE MUSK FLORA 30ML A0X RENO 2021|1.0|116.0|2024-02-22
LYB010708156|2024-02-22|0607|81015815|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB001267930|2024-02-22|0332|63013685|15309|CONCEALER VITAMIN C MEDIUM 1W 8ML A0X|1.0|81.75|2024-02-22
LYB010327401|2024-02-22|8801|83017184|97152|EDT WHITE MUSK LEAU 60ML A0X RENO 2021|1.0|126.75|2024-02-22
LYB010883563|2024-02-22|0353|44012007|17964|DAY CREAM EDELWEISS 50ML A0X|1.0|144.0|2024-02-22
LYB000542560|2024-02-22|0368|137030536|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010396261|2024-02-22|0720|98027091|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|75.0|2024-02-22
LYB010786163|2024-02-22|0340|22907040|27033|BI-PHASE SERUM VITAMIN E 30ML A0X 2023|1.0|104.25|2024-02-22
LYB003773897|2024-02-22|0368|135025101|31286|HAND BALM SHEA 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB008461386|2024-02-22|0368|135025090|33587|SHAMPOO GINGER 400ML A21X RENO 2023|2.0|112.5|2024-02-22
LYB000150590|2024-02-22|0327|21014774|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB007397640|2024-02-22|0355|9506443|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB002170400|2024-02-22|0327|21014784|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB000681902|2024-02-22|0908|14306445|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|2.0|147.0|2024-02-22
LYB010798672|2024-02-22|0402|5108170|25580|EDT BLUE MUSK ZEST 60ML A0X|1.0|126.75|2024-02-22
LYB001525861|2024-02-22|0602|73012881|94684|BATH GLOVES CREAM A0 2019|1.0|10.0|2024-02-22
LYB009125649|2024-02-22|8805|57010424|33591|CONDITIONER GINGER 250ML A0X RENO 2023|1.0|44.04|2024-02-22
LYB010883457|2024-02-22|0907|4708322|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB001741991|2024-02-22|0904|4607960|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010884225|2024-02-22|0720|98027097|18959|HAIR SERUM GRAPESEED 60ML 2022|1.0|51.0|2024-02-22
LYB003442304|2024-02-22|0409|144021439|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB005601956|2024-02-22|0908|14306447|16372|FACE BASE TEA TREE LIGHT 2W 9G A0X (Refill)|1.0|81.75|2024-02-22
LYB001262041|2024-02-22|0606|145014499|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|194.65|2024-02-22
LYB004781167|2024-02-22|0342|123015423|17367|LIPSTICK PEPTALK MAKE IT COUNT 4G A0X  (Refill)|1.0|59.25|2024-02-22
LYB001720378|2024-02-22|0342|123015420|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|53.0|2024-02-22
LYB001577235|2024-02-22|0606|145014490|38284|BODY BUTTER PEAR 200ML XM23 A0X|1.0|13.67|2024-02-22
LYB001431508|2024-02-22|0389|244017446|27033|BI-PHASE SERUM VITAMIN E 30ML A0X 2023|1.0|94.0|2024-02-22
LYB000144979|2024-02-22|0507|25104907|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB009739707|2024-02-22|0706|141017426|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|48.75|2024-02-22
LYB007160824|2024-02-22|0332|63013668|83809|HAIR & BODY MIST SUPERFOOD POMEGRANATE & RED BERRIES 150ML A0X 2020|1.0|72.0|2024-02-22
LYB000893136|2024-02-22|8901|5606667|97151|EDT WHITE MUSK LEAU 30ML RENO 2021|1.0|87.0|2024-02-22
LYB006003036|2024-02-22|0702|153017429|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB007342066|2024-02-22|0315|121019177|27003|NIGHT CREAM VITAMIN E 50ML A0X RENO 2023|1.0|71.25|2024-02-22
LYB009193181|2024-02-22|0368|137030552|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB000822891|2024-02-22|0368|135025096|24979|CLEANSING BAR FOR FACE & BODY SHEA 100G A0X|1.0|26.25|2024-02-22
LYB005786530|2024-02-22|0409|144021456|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|126.75|2024-02-22
LYB001424137|2024-02-22|0342|123015424|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB000975041|2024-02-22|0328|39016766|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000691893|2024-02-22|0389|244017456|97909|SHAMPOO GINGER 250ML RENO 2021|1.0|32.71|2024-02-22
LYB002525813|2024-02-22|0706|141017433|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB006278649|2024-02-22|0403|12202123|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|17.6|2024-02-22
LYB010884191|2024-02-22|0389|244017472|97152|EDT WHITE MUSK LEAU 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB008997182|2024-02-22|0389|244017459|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|68.0|2024-02-22
LYB009357062|2024-02-22|0368|137030551|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|42.0|2024-02-22
LYB008825256|2024-02-22|0602|73012885|76772|BATH BLEND PEAR 250ML A0X 2020|1.0|58.65|2024-02-22
LYB007400324|2024-02-22|0389|24805769|17374|LIPSTICK PEPTALK DONT SETTLE 4G A0X  (Refill)|1.0|59.25|2024-02-22
LYB006898124|2024-02-22|0368|137030562|15545|PUMP REFILLS RETAIL A0X|1.0|7.5|2024-02-22
LYB001933149|2024-02-22|0359|23014885|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB001931707|2024-02-22|0332|63013665|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB003442304|2024-02-22|0409|144021439|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB007293410|2024-02-22|0353|44012015|23577|SHOWER GEL MANGO 250ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB000472298|2024-02-22|0368|135025103|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|3.0|94.5|2024-02-22
LYB010135819|2024-02-22|0364|26303218|18247|CLEANSING FOAM BRIGHTENING DOL 125ML A0X 2022|2.0|157.5|2024-02-22
LYB010884216|2024-02-22|0327|21014782|97523|SHOWER GEL MORINGA 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB000740010|2024-02-22|0310|129036713|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB001424137|2024-02-22|0342|123015424|19259|GLOW SERUM VITAMIN C 30ML A0X|1.0|171.75|2024-02-22
LYB003779633|2024-02-22|0909|9908733|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
